dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,hum,windspeed,casual,registered,cnt,datetime,lag_1_casual,lag_2_casual,lag_1_registered,lag_2_registered,hour_sin,hour_cos,lag_week_casual,lag_24_casual,lag_week_registered,lag_24_registered,casual_pred_lightgbm,registered_pred_lightgbm,total_pred_lightgbm,casual_pred_xgb,registered_pred_xgb,total_pred_xgb,casual_pred_lightgbm_2,registered_pred_lightgbm_2,total_pred_lightgbm_2,casual_pred_xgb_2,registered_pred_xgb_2,total_pred_xgb_2
2011-01-09,1,0,1,1,0,0,0,1,0.1,0.42,0.4627,0,12,12,2011-01-09 01:00:00,1.0,0.0,24.0,22.0,0.49999999999999994,0.8660254037844387,9.0,1.0,26.0,15.0,,,,,,,,,,,,
2011-01-09,1,0,1,2,0,0,0,1,0.1,0.46,0.4627,0,11,11,2011-01-09 02:00:00,0.0,1.0,12.0,24.0,0.8660254037844386,0.5000000000000001,6.0,3.0,31.0,13.0,,,,,,,,,,,,
2011-01-09,1,0,1,3,0,0,0,1,0.1,0.46,0.4179,0,4,4,2011-01-09 03:00:00,0.0,0.0,11.0,12.0,1.0,6.123233995736766e-17,11.0,0.0,25.0,7.0,,,,,,,,,,,,
2011-01-09,1,0,1,4,0,0,0,1,0.08,0.53,0.194,0,1,1,2011-01-09 04:00:00,0.0,0.0,4.0,11.0,0.8660254037844388,-0.4999999999999998,3.0,0.0,31.0,1.0,,,,,,,,,,,,
2011-01-09,1,0,1,5,0,0,0,1,0.08,0.53,0.194,0,1,1,2011-01-09 05:00:00,0.0,0.0,1.0,4.0,0.49999999999999994,-0.8660254037844387,11.0,0.0,17.0,5.0,,,,,,,,,,,,
2011-01-09,1,0,1,6,0,0,0,1,0.1,0.49,0.2836,0,1,1,2011-01-09 06:00:00,0.0,0.0,1.0,1.0,1.2246467991473532e-16,-1.0,15.0,0.0,24.0,2.0,,,,,,,,,,,,
2011-01-09,1,0,1,7,0,0,0,1,0.08,0.53,0.194,1,5,6,2011-01-09 07:00:00,0.0,0.0,1.0,1.0,-0.4999999999999998,-0.8660254037844388,4.0,1.0,13.0,8.0,,,,,,,,,,,,
2011-01-09,1,0,1,8,0,0,0,1,0.1,0.49,0.2836,0,10,10,2011-01-09 08:00:00,1.0,0.0,5.0,1.0,-0.8660254037844384,-0.5000000000000004,1.0,0.0,16.0,15.0,,,,,,,,,,,,
2011-01-09,1,0,1,9,0,0,0,1,0.12,0.46,0.5224,0,19,19,2011-01-09 09:00:00,0.0,1.0,10.0,5.0,-1.0,-1.8369701987210297e-16,1.0,0.0,8.0,20.0,,,,,,,,,,,,
2011-01-09,1,0,1,10,0,0,0,1,0.14,0.43,0.3881,0,49,49,2011-01-09 10:00:00,0.0,0.0,19.0,10.0,-0.8660254037844386,0.5,2.0,5.0,4.0,56.0,,,,,,,,,,,,
2011-01-09,1,0,1,11,0,0,0,1,0.16,0.4,0.5224,2,47,49,2011-01-09 11:00:00,0.0,0.0,49.0,19.0,-0.5000000000000004,0.8660254037844384,2.0,2.0,1.0,60.0,,,,,,,,,,,,
2011-01-09,1,0,1,12,0,0,0,1,0.18,0.37,0.4478,4,79,83,2011-01-09 12:00:00,2.0,0.0,47.0,49.0,-2.4492935982947064e-16,1.0,0.0,8.0,2.0,90.0,,,,,,,,,,,,
2011-01-09,1,0,1,13,0,0,0,1,0.2,0.34,0.4478,6,69,75,2011-01-09 13:00:00,4.0,2.0,79.0,47.0,0.5,0.8660254037844386,0.0,7.0,1.0,95.0,,,,,,,,,,,,
2011-01-09,1,0,1,14,0,0,0,1,0.22,0.32,0.4627,8,64,72,2011-01-09 14:00:00,6.0,4.0,69.0,79.0,0.8660254037844384,0.5000000000000006,0.0,12.0,8.0,83.0,,,,,,,,,,,,
2011-01-09,1,0,1,15,0,0,0,1,0.22,0.35,0.3582,5,77,82,2011-01-09 15:00:00,8.0,6.0,64.0,69.0,1.0,1.1943401194869635e-15,1.0,5.0,19.0,69.0,,,,,,,,,,,,
2011-01-09,1,0,1,16,0,0,0,1,0.2,0.34,0.4478,13,79,92,2011-01-09 16:00:00,5.0,8.0,77.0,64.0,0.8660254037844392,-0.49999999999999917,7.0,8.0,46.0,68.0,,,,,,,,,,,,
2011-01-09,1,0,1,17,0,0,0,1,0.18,0.37,0.3881,3,59,62,2011-01-09 17:00:00,13.0,5.0,79.0,77.0,0.4999999999999998,-0.8660254037844388,16.0,5.0,54.0,64.0,,,,,,,,,,,,
2011-01-09,1,0,1,18,0,0,0,1,0.16,0.4,0.3284,4,44,48,2011-01-09 18:00:00,3.0,13.0,59.0,79.0,3.6739403974420594e-16,-1.0,20.0,3.0,73.0,52.0,,,,,,,,,,,,
2011-01-09,1,0,1,19,0,0,0,1,0.16,0.43,0.3284,1,40,41,2011-01-09 19:00:00,4.0,3.0,44.0,59.0,-0.49999999999999917,-0.8660254037844392,11.0,4.0,64.0,26.0,,,,,,,,,,,,
2011-01-09,1,0,1,20,0,0,0,1,0.14,0.46,0.2537,0,38,38,2011-01-09 20:00:00,1.0,4.0,40.0,44.0,-0.8660254037844387,-0.49999999999999983,4.0,0.0,55.0,28.0,,,,,,,,,,,,
2011-01-09,1,0,1,21,0,0,0,1,0.14,0.46,0.4179,1,19,20,2011-01-09 21:00:00,0.0,1.0,38.0,40.0,-1.0,-4.286263797015736e-16,19.0,2.0,55.0,35.0,,,,,,,,,,,,
2011-01-09,1,0,1,22,0,0,0,1,0.14,0.46,0.2985,5,10,15,2011-01-09 22:00:00,1.0,0.0,19.0,38.0,-0.8660254037844392,0.4999999999999991,9.0,1.0,67.0,33.0,,,,,,,,,,,,
2011-01-09,1,0,1,23,0,0,0,1,0.12,0.5,0.194,0,6,6,2011-01-09 23:00:00,5.0,1.0,10.0,19.0,-0.5000000000000014,0.8660254037844378,7.0,0.0,58.0,22.0,,,,,,,,,,,,
2011-01-10,1,0,1,0,0,1,1,1,0.12,0.5,0.2836,2,3,5,2011-01-10 00:00:00,0.0,5.0,6.0,10.0,0.0,1.0,10.0,1.0,43.0,24.0,,,,,,,,,,,,
2011-01-10,1,0,1,1,0,1,1,1,0.12,0.5,0.2836,1,0,1,2011-01-10 01:00:00,2.0,0.0,3.0,6.0,0.49999999999999994,0.8660254037844387,1.0,0.0,29.0,12.0,,,,,,,,,,,,
2011-01-10,1,0,1,2,0,1,1,1,0.12,0.5,0.2239,0,3,3,2011-01-10 02:00:00,1.0,2.0,0.0,3.0,0.8660254037844386,0.5000000000000001,5.0,0.0,17.0,11.0,,,,,,,,,,,,
2011-01-10,1,0,1,3,0,1,1,1,0.12,0.5,0.2239,0,1,1,2011-01-10 03:00:00,0.0,1.0,3.0,0.0,1.0,6.123233995736766e-17,11.0,0.0,20.0,4.0,,,,,,,,,,,,
2011-01-10,1,0,1,4,0,1,1,1,0.1,0.54,0.1343,1,2,3,2011-01-10 04:00:00,0.0,0.0,1.0,3.0,0.8660254037844388,-0.4999999999999998,0.0,0.0,9.0,1.0,,,,,,,,,,,,
2011-01-10,1,0,1,5,0,1,1,1,0.1,0.54,0.2537,0,3,3,2011-01-10 05:00:00,1.0,0.0,2.0,1.0,0.49999999999999994,-0.8660254037844387,0.0,0.0,8.0,1.0,,,,,,,,,,,,
2011-01-10,1,0,1,6,0,1,1,1,0.12,0.5,0.2836,0,31,31,2011-01-10 06:00:00,0.0,1.0,3.0,2.0,1.2246467991473532e-16,-1.0,0.0,0.0,5.0,1.0,,,,,,,,,,,,
2011-01-10,1,0,1,7,0,1,1,1,0.12,0.5,0.2239,2,75,77,2011-01-10 07:00:00,0.0,0.0,31.0,3.0,-0.4999999999999998,-0.8660254037844388,0.0,1.0,2.0,5.0,,,,,,,,,,,,
2011-01-10,1,0,1,8,0,1,1,2,0.12,0.5,0.2836,4,184,188,2011-01-10 08:00:00,2.0,0.0,75.0,31.0,-0.8660254037844384,-0.5000000000000004,0.0,0.0,1.0,10.0,,,,,,,,,,,,
2011-01-10,1,0,1,9,0,1,1,2,0.14,0.5,0.2537,2,92,94,2011-01-10 09:00:00,4.0,2.0,184.0,75.0,-1.0,-1.8369701987210297e-16,0.0,0.0,3.0,19.0,,,,,,,,,,,,
2011-01-10,1,0,1,10,0,1,1,2,0.14,0.5,0.2985,0,31,31,2011-01-10 10:00:00,2.0,4.0,92.0,184.0,-0.8660254037844386,0.5,0.0,0.0,30.0,49.0,,,,,,,,,,,,
2011-01-10,1,0,1,11,0,1,1,2,0.16,0.47,0.2836,2,28,30,2011-01-10 11:00:00,0.0,2.0,31.0,92.0,-0.5000000000000004,0.8660254037844384,1.0,2.0,63.0,47.0,,,,,,,,,,,,
2011-01-10,1,0,1,12,0,1,1,2,0.2,0.4,0.2836,5,47,52,2011-01-10 12:00:00,2.0,0.0,28.0,31.0,-2.4492935982947064e-16,1.0,1.0,4.0,153.0,79.0,,,,,,,,,,,,
2011-01-10,1,0,1,13,0,1,1,2,0.2,0.4,0.2836,4,50,54,2011-01-10 13:00:00,5.0,2.0,47.0,28.0,0.5,0.8660254037844386,7.0,6.0,81.0,69.0,,,,,,,,,,,,
2011-01-10,1,0,1,14,0,1,1,2,0.2,0.4,0.2239,0,47,47,2011-01-10 14:00:00,4.0,5.0,50.0,47.0,0.8660254037844384,0.5000000000000006,11.0,8.0,33.0,64.0,,,,,,,,,,,,
2011-01-10,1,0,1,15,0,1,1,2,0.2,0.4,0.2239,2,43,45,2011-01-10 15:00:00,0.0,4.0,47.0,50.0,1.0,1.1943401194869635e-15,10.0,5.0,41.0,77.0,,,,,,,,,,,,
2011-01-10,1,0,1,16,0,1,1,1,0.2,0.4,0.1343,4,70,74,2011-01-10 16:00:00,2.0,0.0,43.0,47.0,0.8660254037844392,-0.49999999999999917,13.0,13.0,48.0,79.0,,,,,,,,,,,,
2011-01-10,1,0,1,17,0,1,1,1,0.2,0.4,0.1045,4,174,178,2011-01-10 17:00:00,4.0,2.0,70.0,43.0,0.4999999999999998,-0.8660254037844388,8.0,3.0,53.0,59.0,,,,,,,,,,,,
2011-01-10,1,0,1,18,0,1,1,1,0.2,0.4,0.2239,1,154,155,2011-01-10 18:00:00,4.0,4.0,174.0,70.0,3.6739403974420594e-16,-1.0,11.0,4.0,66.0,44.0,,,,,,,,,,,,
2011-01-10,1,0,1,19,0,1,1,1,0.16,0.47,0.1642,3,92,95,2011-01-10 19:00:00,1.0,4.0,154.0,174.0,-0.49999999999999917,-0.8660254037844392,14.0,1.0,58.0,40.0,,,,,,,,,,,,
2011-01-10,1,0,1,20,0,1,1,1,0.16,0.5,0.1642,1,73,74,2011-01-10 20:00:00,3.0,1.0,92.0,154.0,-0.8660254037844387,-0.49999999999999983,9.0,0.0,67.0,38.0,,,,,,,,,,,,
2011-01-10,1,0,1,21,0,1,1,1,0.14,0.59,0.194,1,37,38,2011-01-10 21:00:00,1.0,3.0,73.0,92.0,-1.0,-4.286263797015736e-16,11.0,1.0,146.0,19.0,,,,,,,,,,,,
2011-01-10,1,0,1,22,0,1,1,1,0.14,0.59,0.1642,2,22,24,2011-01-10 22:00:00,1.0,1.0,37.0,73.0,-0.8660254037844392,0.4999999999999991,9.0,5.0,148.0,10.0,,,,,,,,,,,,
2011-01-10,1,0,1,23,0,1,1,1,0.14,0.59,0.1642,0,18,18,2011-01-10 23:00:00,2.0,1.0,22.0,37.0,-0.5000000000000014,0.8660254037844378,8.0,0.0,102.0,6.0,,,,,,,,,,,,
2011-01-11,1,0,1,0,0,2,1,1,0.14,0.59,0.1045,2,10,12,2011-01-11 00:00:00,0.0,2.0,18.0,22.0,0.0,1.0,3.0,2.0,49.0,3.0,,,,,,,,,,,,
2011-01-11,1,0,1,1,0,2,1,1,0.14,0.59,0.1642,0,3,3,2011-01-11 01:00:00,2.0,0.0,10.0,18.0,0.49999999999999994,0.8660254037844387,3.0,1.0,49.0,0.0,,,,,,,,,,,,
2011-01-11,1,0,1,2,0,2,1,2,0.16,0.55,0.194,0,3,3,2011-01-11 02:00:00,0.0,2.0,3.0,10.0,0.8660254037844386,0.5000000000000001,0.0,0.0,20.0,3.0,,,,,,,,,,,,
2011-01-11,1,0,1,5,0,2,1,2,0.16,0.55,0.1343,0,6,6,2011-01-11 05:00:00,0.0,0.0,3.0,3.0,0.49999999999999994,-0.8660254037844387,1.0,0.0,11.0,1.0,,,,,,,,,,,,
2011-01-11,1,0,1,6,0,2,1,2,0.16,0.55,0.1343,0,27,27,2011-01-11 06:00:00,0.0,0.0,6.0,3.0,1.2246467991473532e-16,-1.0,0.0,1.0,5.0,2.0,,,,,,,,,,,,
2011-01-11,1,0,1,7,0,2,1,2,0.16,0.55,0.0,2,97,99,2011-01-11 07:00:00,0.0,0.0,27.0,6.0,-0.4999999999999998,-0.8660254037844388,0.0,0.0,2.0,3.0,,,,,,,,,,,,
2011-01-11,1,0,1,8,0,2,1,2,0.18,0.51,0.0896,3,214,217,2011-01-11 08:00:00,2.0,0.0,97.0,27.0,-0.8660254037844384,-0.5000000000000004,0.0,0.0,1.0,31.0,,,,,,,,,,,,
2011-01-11,1,0,1,9,0,2,1,2,0.18,0.51,0.1642,3,127,130,2011-01-11 09:00:00,3.0,2.0,214.0,97.0,-1.0,-1.8369701987210297e-16,0.0,2.0,2.0,75.0,,,,,,,,,,,,
2011-01-11,1,0,1,10,0,2,1,2,0.2,0.51,0.1642,3,51,54,2011-01-11 10:00:00,3.0,3.0,127.0,214.0,-0.8660254037844386,0.5,0.0,4.0,4.0,184.0,,,,,,,,,,,,
2011-01-11,1,0,1,11,0,2,1,2,0.2,0.47,0.1343,4,31,35,2011-01-11 11:00:00,3.0,3.0,51.0,127.0,-0.5000000000000004,0.8660254037844384,0.0,2.0,36.0,92.0,,,,,,,,,,,,
2011-01-11,1,0,1,12,0,2,1,2,0.2,0.51,0.1045,2,55,57,2011-01-11 12:00:00,4.0,3.0,31.0,51.0,-2.4492935982947064e-16,1.0,2.0,0.0,92.0,31.0,,,,,,,,,,,,
2011-01-11,1,0,1,13,0,2,1,2,0.2,0.59,0.0896,6,46,52,2011-01-11 13:00:00,2.0,4.0,55.0,31.0,0.5,0.8660254037844386,2.0,2.0,177.0,28.0,,,,,,,,,,,,
2011-01-11,1,0,1,14,0,2,1,2,0.2,0.59,0.0896,3,60,63,2011-01-11 14:00:00,6.0,2.0,46.0,55.0,0.8660254037844384,0.5000000000000006,2.0,5.0,98.0,47.0,,,,,,,,,,,,
2011-01-11,1,0,1,15,0,2,1,2,0.16,0.8,0.0896,2,45,47,2011-01-11 15:00:00,3.0,6.0,60.0,46.0,1.0,1.1943401194869635e-15,5.0,4.0,37.0,50.0,,,,,,,,,,,,
2011-01-11,1,0,1,16,0,2,1,2,0.16,0.86,0.2239,4,72,76,2011-01-11 16:00:00,2.0,3.0,45.0,60.0,0.8660254037844392,-0.49999999999999917,7.0,0.0,50.0,47.0,,,,,,,,,,,,
2011-01-11,1,0,1,17,0,2,1,2,0.16,0.86,0.2239,6,130,136,2011-01-11 17:00:00,4.0,2.0,72.0,45.0,0.4999999999999998,-0.8660254037844388,12.0,2.0,66.0,43.0,,,,,,,,,,,,
2011-01-11,1,0,1,18,0,2,1,3,0.16,0.93,0.1045,1,94,95,2011-01-11 18:00:00,6.0,4.0,130.0,72.0,3.6739403974420594e-16,-1.0,18.0,4.0,79.0,70.0,,,,,,,,,,,,
2011-01-11,1,0,1,19,0,2,1,3,0.16,0.93,0.0,0,51,51,2011-01-11 19:00:00,1.0,6.0,94.0,130.0,-0.49999999999999917,-0.8660254037844392,9.0,4.0,54.0,174.0,,,,,,,,,,,,
2011-01-11,1,0,1,20,0,2,1,3,0.16,0.93,0.194,0,32,32,2011-01-11 20:00:00,0.0,1.0,51.0,94.0,-0.8660254037844387,-0.49999999999999983,17.0,1.0,48.0,154.0,,,,,,,,,,,,
2011-01-11,1,0,1,21,0,2,1,3,0.16,0.86,0.0896,0,20,20,2011-01-11 21:00:00,0.0,0.0,32.0,51.0,-1.0,-4.286263797015736e-16,15.0,3.0,68.0,92.0,,,,,,,,,,,,
2011-01-11,1,0,1,22,0,2,1,3,0.16,0.93,0.1045,1,28,29,2011-01-11 22:00:00,0.0,0.0,20.0,32.0,-0.8660254037844392,0.4999999999999991,10.0,1.0,202.0,73.0,,,,,,,,,,,,
2011-01-11,1,0,1,23,0,2,1,3,0.16,0.93,0.0896,1,18,19,2011-01-11 23:00:00,1.0,0.0,28.0,20.0,-0.5000000000000014,0.8660254037844378,3.0,1.0,179.0,37.0,,,,,,,,,,,,
2011-01-12,1,0,1,0,0,3,1,2,0.16,0.86,0.0896,0,7,7,2011-01-12 00:00:00,1.0,1.0,18.0,28.0,0.0,1.0,2.0,2.0,110.0,22.0,,,,,,,,,,,,
2011-01-12,1,0,1,1,0,3,1,2,0.16,0.86,0.1045,0,6,6,2011-01-12 01:00:00,0.0,1.0,7.0,18.0,0.49999999999999994,0.8660254037844387,1.0,0.0,53.0,18.0,,,,,,,,,,,,
2011-01-12,1,0,1,2,0,3,1,1,0.14,0.86,0.1343,0,1,1,2011-01-12 02:00:00,0.0,0.0,6.0,7.0,0.8660254037844386,0.5000000000000001,0.0,2.0,48.0,10.0,,,,,,,,,,,,
2011-01-12,1,0,1,5,0,3,1,1,0.14,0.86,0.1642,0,5,5,2011-01-12 05:00:00,0.0,0.0,1.0,6.0,0.49999999999999994,-0.8660254037844387,1.0,0.0,34.0,3.0,,,,,,,,,,,,
2011-01-12,1,0,1,6,0,3,1,1,0.12,0.93,0.1343,0,16,16,2011-01-12 06:00:00,0.0,0.0,5.0,1.0,1.2246467991473532e-16,-1.0,2.0,0.0,9.0,3.0,,,,,,,,,,,,
2011-01-12,1,0,1,7,0,3,1,1,0.14,0.69,0.1343,0,54,54,2011-01-12 07:00:00,0.0,0.0,16.0,5.0,-0.4999999999999998,-0.8660254037844388,0.0,0.0,6.0,6.0,,,,,,,,,,,,
2011-01-12,1,0,1,8,0,3,1,1,0.16,0.59,0.1642,3,125,128,2011-01-12 08:00:00,0.0,0.0,54.0,16.0,-0.8660254037844384,-0.5000000000000004,0.0,0.0,6.0,27.0,,,,,,,,,,,,
2011-01-12,1,0,1,9,0,3,1,1,0.16,0.59,0.3284,3,78,81,2011-01-12 09:00:00,3.0,0.0,125.0,54.0,-1.0,-1.8369701987210297e-16,0.0,2.0,2.0,97.0,,,,,,,,,,,,
2011-01-12,1,0,1,10,0,3,1,1,0.18,0.55,0.2239,0,39,39,2011-01-12 10:00:00,3.0,3.0,78.0,125.0,-0.8660254037844386,0.5,0.0,3.0,2.0,214.0,,,,,,,,,,,,
2011-01-12,1,0,1,11,0,3,1,1,0.2,0.51,0.3881,3,32,35,2011-01-12 11:00:00,0.0,3.0,39.0,78.0,-0.5000000000000004,0.8660254037844384,0.0,3.0,3.0,127.0,,,,,,,,,,,,
2011-01-12,1,0,1,12,0,3,1,1,0.2,0.47,0.5821,3,52,55,2011-01-12 12:00:00,3.0,0.0,32.0,39.0,-2.4492935982947064e-16,1.0,0.0,3.0,33.0,51.0,,,,,,,,,,,,
2011-01-12,1,0,1,13,0,3,1,1,0.22,0.44,0.3582,0,49,49,2011-01-12 13:00:00,3.0,3.0,52.0,32.0,0.5,0.8660254037844386,1.0,4.0,87.0,31.0,,,,,,,,,,,,
2011-01-12,1,0,1,14,0,3,1,1,0.2,0.47,0.3284,0,44,44,2011-01-12 14:00:00,0.0,3.0,49.0,52.0,0.8660254037844384,0.5000000000000006,3.0,2.0,192.0,55.0,,,,,,,,,,,,
2011-01-12,1,0,1,15,0,3,1,1,0.2,0.47,0.4179,1,48,49,2011-01-12 15:00:00,0.0,0.0,44.0,49.0,1.0,1.1943401194869635e-15,6.0,6.0,109.0,46.0,,,,,,,,,,,,
2011-01-12,1,0,1,16,0,3,1,1,0.22,0.44,0.3284,5,63,68,2011-01-12 16:00:00,1.0,0.0,48.0,44.0,0.8660254037844392,-0.49999999999999917,4.0,3.0,53.0,60.0,,,,,,,,,,,,
2011-01-12,1,0,1,17,0,3,1,1,0.2,0.47,0.3582,0,139,139,2011-01-12 17:00:00,5.0,1.0,63.0,48.0,0.4999999999999998,-0.8660254037844388,12.0,2.0,34.0,45.0,,,,,,,,,,,,
2011-01-12,1,0,1,18,0,3,1,1,0.2,0.47,0.5224,2,135,137,2011-01-12 18:00:00,0.0,5.0,139.0,63.0,3.6739403974420594e-16,-1.0,5.0,4.0,74.0,72.0,,,,,,,,,,,,
2011-01-12,1,0,1,19,0,3,1,1,0.18,0.47,0.4179,1,82,83,2011-01-12 19:00:00,2.0,0.0,135.0,139.0,-0.49999999999999917,-0.8660254037844392,6.0,6.0,65.0,130.0,,,,,,,,,,,,
2011-01-12,1,0,1,20,0,3,1,1,0.16,0.5,0.3284,2,54,56,2011-01-12 20:00:00,1.0,2.0,82.0,135.0,-0.8660254037844387,-0.49999999999999983,10.0,1.0,52.0,94.0,,,,,,,,,,,,
2011-01-12,1,0,1,21,0,3,1,1,0.16,0.55,0.3284,0,57,57,2011-01-12 21:00:00,2.0,1.0,54.0,82.0,-1.0,-4.286263797015736e-16,7.0,0.0,55.0,51.0,,,,,,,,,,,,
2011-01-12,1,0,1,22,0,3,1,1,0.16,0.55,0.4478,1,32,33,2011-01-12 22:00:00,0.0,2.0,57.0,54.0,-0.8660254037844392,0.4999999999999991,4.0,0.0,85.0,32.0,,,,,,,,,,,,
2011-01-12,1,0,1,23,0,3,1,1,0.14,0.59,0.4179,1,19,20,2011-01-12 23:00:00,1.0,0.0,32.0,57.0,-0.5000000000000014,0.8660254037844378,4.0,0.0,186.0,20.0,,,,,,,,,,,,
2011-01-13,1,0,1,0,0,4,1,1,0.14,0.59,0.2836,1,6,7,2011-01-13 00:00:00,1.0,1.0,19.0,32.0,0.0,1.0,3.0,1.0,166.0,28.0,,,,,,,,,,,,
2011-01-13,1,0,1,1,0,4,1,1,0.14,0.5,0.2836,0,2,2,2011-01-13 01:00:00,1.0,1.0,6.0,19.0,0.49999999999999994,0.8660254037844387,5.0,1.0,127.0,18.0,,,,,,,,,,,,
2011-01-13,1,0,1,2,0,4,1,1,0.14,0.5,0.3582,0,2,2,2011-01-13 02:00:00,0.0,1.0,2.0,6.0,0.8660254037844386,0.5000000000000001,7.0,0.0,82.0,7.0,,,,,,,,,,,,
2011-01-13,1,0,1,3,0,4,1,1,0.14,0.5,0.3284,0,3,3,2011-01-13 03:00:00,0.0,0.0,2.0,2.0,1.0,6.123233995736766e-17,3.0,0.0,40.0,6.0,,,,,,,,,,,,
2011-01-13,1,0,1,4,0,4,1,1,0.14,0.5,0.2537,0,4,4,2011-01-13 04:00:00,0.0,0.0,3.0,2.0,0.8660254037844388,-0.4999999999999998,1.0,0.0,41.0,1.0,,,,,,,,,,,,
2011-01-13,1,0,1,5,0,4,1,1,0.14,0.5,0.2985,0,3,3,2011-01-13 05:00:00,0.0,0.0,4.0,3.0,0.49999999999999994,-0.8660254037844387,1.0,0.0,18.0,5.0,,,,,,,,,,,,
